time;0.0: zero MNF;0.1: a=1.1 b=5;1.0: sin.pert.;1.1: a=1.1 b=5;2.0: exp;2.1: a=1.1 b=5
39849.46875;45.45422667;57.89254043;47.22776283;56.02673634;118.0233239;138.4603493
39849.47917;42.706875;49.67461586;43.82174659;53.57475276;109.1747591;125.5862446
39849.48958;37.46375;42.84354782;37.95380105;48.55726953;92.68598259;109.5437497
39849.5;39.71225333;49.51735052;39.71225353;45.446953;99.69093353;108.0155995
39849.51042;38.54478125;49.2404417;38.04058997;46.48858636;96.04106817;111.6305025
39849.52083;38.58012143;46.79950878;37.57297996;46.40035068;96.15115108;116.1985031
39849.53125;36.61904667;46.79958471;35.19024253;44.34264168;90.08112311;106.7252453
39849.54167;36.4126;50.91532445;34.52774383;45.91991448;89.4467598;102.8016254
39849.55208;32.18203571;34.91591804;30.11312188;37.00910072;76.65083506;83.76549881
39849.5625;31.74809333;43.78819525;29.31819962;36.14843222;75.36107076;85.23632885
39849.57292;32.45196875;40.4988714;29.58133993;39.05721218;77.45533049;90.47503148
39849.58333;28.60800714;36.75300932;25.74720759;34.86007528;66.16213436;80.60727524
39849.59375;27.92393333;36.40795464;24.82119222;34.67040742;64.19049735;74.72892748
39849.60417;26.23861875;31.42772996;23.04400618;32.30431192;59.38492489;70.98615028
39849.61458;26.091;35.56508165;22.65040259;30.15974262;58.96759372;65.86112363
39849.625;26.63614667;32.31895997;22.86922678;30.44822191;60.51168508;71.19263736
39849.63542;26.83385;33.57361996;22.79889803;28.10616119;61.07363014;78.09979874
39849.64583;26.59337143;35.35732764;22.37378418;28.72320964;60.39023912;72.15105771
39849.65625;26.01263333;35.886555;21.68689058;29.89282748;58.74628381;68.50782894
39849.66667;25.48311875;36.28015004;21.06931264;29.90510088;57.25530368;71.9556307
39849.67708;25.14735714;34.41590779;20.63656184;25.41463746;56.31387819;64.94116669
39849.6875;25.32073333;33.01734994;20.64207193;25.03631557;56.79960942;66.30396689
39849.69792;27.288675;36.18915349;22.12058097;30.88535834;62.37033279;80.37251415
39849.70833;29.25513571;38.61494838;23.60347784;33.29960882;68.03817351;79.40427563
39849.71875;27.95646667;38.71812547;22.4726085;29.51605093;64.28399398;78.76355271
39849.72917;29.22855625;38.85374762;23.43285573;31.33081371;67.96091302;81.49307772
39849.73958;34.02400714;46.75722585;27.23377542;37.46782495;82.17350774;90.53812872
39849.75;34.00285333;43.23572169;27.20228267;35.40600311;82.10965034;90.38305989
39849.76042;37.644275;45.62375841;30.13153995;38.70843819;93.24459602;104.2680111
39849.77083;40.818;53.67856276;32.72424048;38.12058444;103.1726657;120.0365017
39849.78125;44.90884;57.26898243;36.09965411;43.17998324;116.2558449;130.7465876
39849.79167;47.880875;54.98514147;38.6310007;48.57623103;125.9512836;129.8361493
39849.80208;52.20822857;61.49095141;42.32071885;52.96631674;140.3374876;163.1982825
39849.8125;53.82704;64.97137837;43.88109978;54.17958114;145.7976832;157.7757096
39849.82292;54.8161375;63.67403461;44.98351848;53.87017192;149.1542176;154.8570609
39849.83333;55.40900714;66.31363294;45.81188427;56.55317938;151.1734277;171.630626
39849.84375;49.83193333;61.89948514;41.54518552;53.13432452;132.3989897;140.692397
39849.85417;47.7190625;53.87969503;40.14744803;50.29176895;125.4194461;139.8771527
39849.86458;41.26454286;47.7998967;35.05967637;41.69163161;104.5854568;119.474257
39849.875;40.19903333;51.16529055;34.51403136;41.30908268;101.220741;111.1504405
39849.88542;43.8195;52.00023913;38.04106041;48.0724146;112.7416203;124.6401915
39849.89583;40.66975714;46.70915474;35.71811972;43.58536781;102.7045003;111.5809669
39849.90625;40.35041333;49.30683409;35.86691544;46.22022192;101.6974316;117.7277614
39849.91667;36.0341;43.82379879;32.43069113;43.29800285;88.2860526;102.2078614
39849.92708;34.28392143;40.5794674;31.25124183;41.35365886;82.95892465;95.09679154
39849.9375;32.44813333;44.39747079;29.96466056;37.47059915;77.44388785;85.9299564
39849.94792;37.65190625;49.97637988;35.23134582;43.13150869;93.26822481;101.5627344
39849.95833;33.63855714;40.63023178;31.89729575;45.05499806;81.01150477;90.587233
39849.96875;31.79040667;39.14201302;30.55000635;38.33972524;75.48664166;88.59112035
39849.97917;35.60520625;43.90890487;34.67572513;42.15463337;86.9744883;97.59500673
39849.98958;30.1238;37.28982816;29.72976041;36.82067585;70.57277495;81.71049811
39850;23.11804667;33.35953742;23.11804653;30.948348;50.69194093;63.36486048
39850.01042;19.332325;28.59460055;19.58520461;25.60018023;40.53732711;52.85076077
39850.02083;17.50213571;24.43059377;17.95903231;26.20205419;35.79841587;45.5090654
39850.03125;16.89905333;20.94142535;17.55842159;26.02907296;34.2632039;40.23406744
39850.04167;13.2654625;20.50395202;13.95213383;21.55277438;25.316461;35.37383683
39850.05208;10.14472143;15.49193721;10.79690374;15.84103447;18.10506788;25.55119755
39850.0625;8.314586667;15.29508077;8.950957535;14.83421522;14.11889897;19.49435627
39850.07292;5.80666875;12.72611651;6.320313721;11.95778045;9.013818619;15.01826046
39850.08333;5.449114286;11.47472934;5.994025489;11.41346845;8.325443842;14.73116106
39850.09375;4.078546667;9.507262374;4.531730471;9.962038197;5.796045617;12.1898531
39850.10417;2.8258875;7.967666797;3.169945843;8.303790578;3.663899778;8.436655114
39850.11458;2.84835;8.894037957;3.223959428;8.494562083;3.700340525;8.79865092
39850.125;1.76516;7.239600907;2.014791314;6.999731863;2.03460495;6.88609152
39850.13542;0.71053125;5.623746826;0.817372402;5.993246025;0.652347465;5.989462718
39850.14583;1.548857143;6.628878604;1.794615295;7.139988722;1.72788249;7.117744303
39850.15625;0.259253333;5.46151391;0.302365586;5.370087819;0.18499306;5.260440361
39850.16667;0.8799375;5.694888895;1.032347162;6.14602807;0.85224563;6.206180095
39850.17708;1.006392857;5.782035293;1.1869141;5.588664631;1.007997447;6.320661596
39850.1875;0.00204;4.874227194;0.002416943;5.061212304;0.000433549;4.790524523
39850.19792;0.78071875;6.141440916;0.92857598;6.06834087;0.733868526;5.619951892
39850.20833;0.955814286;5.895866165;1.140463415;6.431528959;0.945076353;6.114758038
39850.21875;1.322333333;6.32721798;1.581718346;7.09513597;1.417999841;6.930635671
39850.22917;2.10245;7.1360368;2.51934266;7.807495733;2.53167;8.078580741
39850.23958;2.984407143;8.295758634;3.580010593;9.710153688;3.922587034;9.140416725
39850.25;3.622706667;9.139124812;4.347248;9.821234639;4.997944888;10.66789004
39850.26042;9.14305625;15.96385943;10.96775228;16.78353053;15.8987961;23.66389952
39850.27083;11.55234286;16.90632597;13.84304512;19.66960285;21.2979394;27.11385569
39850.28125;20.65162;28.74734731;24.70258101;33.22936916;44.02431999;50.55576583
39850.29167;29.97638125;36.69905907;35.76737314;47.02792022;70.14133128;79.3487527
39850.30208;43.18152857;50.69738939;51.35950733;65.86577945;110.6936007;122.8288433
39850.3125;56.82907333;59.58366737;67.32971701;78.56584493;156.0318357;192.7501193
39850.32292;73.9629625;83.44960627;87.23003432;98.92376898;216.9041555;237.3735373
39850.33333;74.12168571;85.74198269;86.95994006;99.98908426;217.4861522;249.7756473
39850.34375;78.22915333;95.85573887;91.23818636;109.5232446;232.6541413;274.0616741
39850.35417;72.0948125;80.91566172;83.534143;96.28085684;210.0777324;221.2810168
39850.36458;65.25547857;74.71731117;75.06781393;88.42261935;185.4689545;216.3286284
39850.375;59.03173333;63.44825242;67.38008138;76.29313233;163.6277352;182.943154
39850.38542;46.00814375;52.96927538;52.07519793;65.63685034;119.8238831;136.0741278
39850.39583;42.11400714;53.4061045;47.24148539;61.42387365;107.2835678;124.9678332
39850.40625;47.10175333;57.80544777;52.33542;71.41527581;123.3946533;139.5503229
39850.41667;45.91809375;53.43290358;50.50990171;61.0365884;119.5307964;140.5085602
39850.42708;42.7873;44.66732895;46.57216963;55.17289105;109.4318151;126.4394663
39850.4375;43.07897333;53.22791038;46.37609546;52.18974876;110.3650796;116.8721302
39850.44792;42.50080625;51.67403725;45.23309211;56.36555659;108.5166707;127.7662533
39850.45833;39.85692143;49.5551796;41.92006936;55.81504576;100.1450962;113.6221532
39850.46875;45.45422667;53.32473793;47.2277629;53.34075946;118.0233239;156.6356822
39850.47917;42.706875;49.25387736;43.82174665;54.98394326;109.1747591;122.5544918
39850.48958;37.46375;43.04091496;37.9538011;44.59160711;92.68598259;109.6712055
39850.5;39.71225333;47.53942906;39.71225359;49.14084055;99.69093353;106.9601236
39850.51042;38.54478125;47.2532824;38.04059003;43.53181281;96.04106817;96.65258253
39850.52083;38.58012143;44.37777285;37.57298001;48.34944299;96.15115108;104.82824
39850.53125;36.61904667;43.7911565;35.19024258;46.3424419;90.08112311;116.9798498
39850.54167;36.4126;46.24898529;34.52774388;36.97670224;89.4467598;98.76669376
39850.55208;32.18203571;41.51447047;30.11312192;39.48430863;76.65083506;92.35891719
39850.5625;31.74809333;39.61837726;29.31819966;37.48686329;75.36107076;92.68210954
39850.57292;32.45196875;40.539346;29.58133997;39.90610693;77.45533049;89.79529877
39850.58333;28.60800714;36.09980093;25.74720763;29.54612243;66.16213436;76.37074297
39850.59375;27.92393333;35.91753549;24.82119226;32.59789333;64.19049735;74.1834221
39850.60417;26.23861875;33.43584691;23.04400621;29.58800676;59.38492489;76.51803634
39850.61458;26.091;31.38008997;22.65040262;32.85453691;58.96759372;68.32089406
39850.625;26.63614667;34.45188512;22.86922681;31.69925232;60.51168508;73.692128
39850.63542;26.83385;38.25254266;22.79889805;29.99419654;61.07363014;69.57408407
39850.64583;26.59337143;35.20057332;22.3737842;29.8089606;60.39023912;74.04349204
39850.65625;26.01263333;35.64295359;21.6868906;29.58254714;58.74628381;74.23579782
39850.66667;25.48311875;34.49663204;21.06931266;27.82703062;57.25530368;67.55185484
39850.67708;25.14735714;33.78632989;20.63656185;26.21165026;56.31387819;66.23801593
39850.6875;25.32073333;32.39226858;20.64207194;28.56332522;56.79960942;62.36212441
39850.69792;27.288675;31.51255092;22.12058098;28.87764085;62.37033279;74.74054605
39850.70833;29.25513571;34.14616739;23.60347786;29.39359362;68.03817351;82.71415545
39850.71875;27.95646667;35.44565864;22.4726085;30.56133405;64.28399398;70.74016145
39850.72917;29.22855625;35.58123894;23.43285574;30.61195704;67.96091302;77.94035076
39850.73958;34.02400714;42.10744468;27.23377542;35.47374926;82.17350774;97.0405692
39850.75;34.00285333;43.10567733;27.20228267;33.78066216;82.10965034;93.25527372
39850.76042;37.644275;49.08703344;30.13153994;37.05828226;93.24459602;114.9961845
39850.77083;40.818;46.16321989;32.72424047;40.1242507;103.1726657;120.1530998
39850.78125;44.90884;54.30771611;36.09965409;47.35885214;116.2558449;123.4163354
39850.79167;47.880875;56.14261489;38.63100068;50.53551141;125.9512836;141.0339124
39850.80208;52.20822857;64.00803877;42.32071882;45.6789152;140.3374876;165.6735306
39850.8125;53.82704;64.76776931;43.88109975;51.86348271;145.7976832;177.2077204
39850.82292;54.8161375;61.97669729;44.98351844;53.13352521;149.1542176;156.6148882
39850.83333;55.40900714;58.04572423;45.81188423;49.87377172;151.1734277;175.6273975
39850.84375;49.83193333;57.19021673;41.54518548;49.57995279;132.3989897;159.9109301
39850.85417;47.7190625;59.92238163;40.14744799;49.34686962;125.4194461;146.5241042
39850.86458;41.26454286;53.18191392;35.05967634;46.39343984;104.5854568;124.5626703
39850.875;40.19903333;45.9756405;34.51403132;41.21602604;101.220741;124.6705639
39850.88542;43.8195;54.61677842;38.04106036;43.57480908;112.7416203;117.4931272
39850.89583;40.66975714;47.26701211;35.71811967;42.44954085;102.7045003;117.1003187
39850.90625;40.35041333;49.43732893;35.86691539;45.26642958;101.6974316;114.9996277
39850.91667;36.0341;41.93031604;32.43069109;38.23900956;88.2860526;103.7873351
39850.92708;34.28392143;40.81521797;31.25124178;36.53855576;82.95892465;99.36905721
39850.9375;32.44813333;41.6306808;29.96466051;39.51005749;77.44388785;92.12718682
39850.94792;37.65190625;46.31707916;35.23134577;43.89274544;93.26822481;108.6945619
39850.95833;33.63855714;44.30251063;31.8972957;39.51985532;81.01150477;99.74817406
39850.96875;31.79040667;41.65104732;30.55000631;40.02573497;75.48664166;91.21527467
39850.97917;35.60520625;49.41808079;34.67572508;45.06337914;86.9744883;103.1974293
39850.98958;30.1238;38.44084289;29.72976037;38.09822093;70.57277495;87.98563755
